,Location,Parameter,Unit,Frequency,Date,Value
240,1 - UNIVERSITY & I-630,Se,UG/L,1 / 3 MO.,1997-08-31,0.1
241,1 - UNIVERSITY & I-630,Be,UG/L,1 / 3 MO.,1997-08-31,1.0
242,1 - UNIVERSITY & I-630,Ni,UG/L,1 / 3 MO.,1997-08-31,0.0042474816566510885
243,1 - UNIVERSITY & I-630,Cr,UG/L,1 / 3 MO.,1997-08-31,0.010346308590809159
244,1 - UNIVERSITY & I-630,Hg,UG/L,1 / 3 MO.,1997-08-31,0.49019607843137253
245,1 - UNIVERSITY & I-630,Cyanide,UG/L,1 / 3 MO.,1997-08-31,0.40250447227191416
246,1 - UNIVERSITY & I-630,BOD,MG/L,1 / 3 MO.,1997-08-31,0.2085802322825315
247,1 - UNIVERSITY & I-630,pH,SU,1 / 3 MO.,1997-08-31,0.7666666666666667
248,1 - UNIVERSITY & I-630,TSS,MG/L,1 / 3 MO.,1997-08-31,0.027833001988071593
249,1 - UNIVERSITY & I-630,Oil,MG/L,1 / 3 MO.,1997-08-31,0.006666666666666667
250,1 - UNIVERSITY & I-630,N,MG/L,1 / 3 MO.,1997-08-31,1.985507246376812
251,1 - UNIVERSITY & I-630,"N, Kjeldahl",MG/L,1 / 3 MO.,1997-08-31,0.02984183825723664
252,1 - UNIVERSITY & I-630,P,MG/L,1 / 3 MO.,1997-08-31,4.8
253,1 - UNIVERSITY & I-630,CaCO3,MG/L,1 / 3 MO.,1997-08-31,0.14285714285714285
254,1 - UNIVERSITY & I-630,Ag,UG/L,1 / 3 MO.,1997-08-31,11.11704473057276
255,1 - UNIVERSITY & I-630,Zn,UG/L,1 / 3 MO.,1997-08-31,2.4757213455202387
256,1 - UNIVERSITY & I-630,Cd,UG/L,1 / 3 MO.,1997-08-31,1.5128911329011492
257,1 - UNIVERSITY & I-630,Pb,UG/L,1 / 3 MO.,1997-08-31,0.3145235418795893
258,1 - UNIVERSITY & I-630,Cu,UG/L,1 / 3 MO.,1997-08-31,3.6392392222920575
259,1 - UNIVERSITY & I-630,Flow,MGD,1 / 3 MO.,1997-08-31,0.04435184421156861
260,1 - UNIVERSITY & I-630,TDS,MG/L,1 / 3 MO.,1997-08-31,1.2233009708737863
261,1 - UNIVERSITY & I-630,Streptococci,#/100ML,1 / 3 MO.,1997-08-31,1.475
262,1 - UNIVERSITY & I-630,E.Coli,#/100ML,1 / 3 MO.,1997-08-31,0.775609756097561
263,1 - UNIVERSITY & I-630,"BOD, C",MG/L,1 / 3 MO.,1997-08-31,0.04
264,2 - 33RD & WHITFIELD,Se,UG/L,1 / 3 MO.,1997-08-31,0.1
265,2 - 33RD & WHITFIELD,Be,UG/L,1 / 3 MO.,1997-08-31,1.0
266,2 - 33RD & WHITFIELD,Ni,UG/L,1 / 3 MO.,1997-08-31,
267,2 - 33RD & WHITFIELD,Cr,UG/L,1 / 3 MO.,1997-08-31,inf
268,2 - 33RD & WHITFIELD,Hg,UG/L,1 / 3 MO.,1997-08-31,0.49019607843137253
269,2 - 33RD & WHITFIELD,Cyanide,UG/L,1 / 3 MO.,1997-08-31,0.40250447227191416
270,2 - 33RD & WHITFIELD,BOD,MG/L,1 / 3 MO.,1997-08-31,0.31287034842379724
271,2 - 33RD & WHITFIELD,pH,SU,1 / 3 MO.,1997-08-31,0.7777777777777778
272,2 - 33RD & WHITFIELD,TSS,MG/L,1 / 3 MO.,1997-08-31,0.3976143141153085
273,2 - 33RD & WHITFIELD,Oil,MG/L,1 / 3 MO.,1997-08-31,0.26666666666666666
274,2 - 33RD & WHITFIELD,N,MG/L,1 / 3 MO.,1997-08-31,0.6884057971014493
275,2 - 33RD & WHITFIELD,"N, Kjeldahl",MG/L,1 / 3 MO.,1997-08-31,0.03431811399582214
276,2 - 33RD & WHITFIELD,P,MG/L,1 / 3 MO.,1997-08-31,8.6
277,2 - 33RD & WHITFIELD,CaCO3,MG/L,1 / 3 MO.,1997-08-31,0.0
278,2 - 33RD & WHITFIELD,Ag,UG/L,1 / 3 MO.,1997-08-31,inf
279,2 - 33RD & WHITFIELD,Zn,UG/L,1 / 3 MO.,1997-08-31,inf
280,2 - 33RD & WHITFIELD,Cd,UG/L,1 / 3 MO.,1997-08-31,
281,2 - 33RD & WHITFIELD,Pb,UG/L,1 / 3 MO.,1997-08-31,
282,2 - 33RD & WHITFIELD,Cu,UG/L,1 / 3 MO.,1997-08-31,inf
283,2 - 33RD & WHITFIELD,Flow,MGD,1 / 3 MO.,1997-08-31,1.3408697087218417
284,2 - 33RD & WHITFIELD,TDS,MG/L,1 / 3 MO.,1997-08-31,0.42718446601941745
285,2 - 33RD & WHITFIELD,Streptococci,#/100ML,1 / 3 MO.,1997-08-31,38.25
286,2 - 33RD & WHITFIELD,E.Coli,#/100ML,1 / 3 MO.,1997-08-31,27.5609756097561
287,2 - 33RD & WHITFIELD,"BOD, C",MG/L,1 / 3 MO.,1997-08-31,0.259
288,3 - CHENAL PKWY & OAK MEADOW,Se,UG/L,1 / 3 MO.,1997-08-31,0.1
289,3 - CHENAL PKWY & OAK MEADOW,Be,UG/L,1 / 3 MO.,1997-08-31,1.0
290,3 - CHENAL PKWY & OAK MEADOW,Ni,UG/L,1 / 3 MO.,1997-08-31,inf
291,3 - CHENAL PKWY & OAK MEADOW,Cr,UG/L,1 / 3 MO.,1997-08-31,inf
292,3 - CHENAL PKWY & OAK MEADOW,Hg,UG/L,1 / 3 MO.,1997-08-31,0.49019607843137253
293,3 - CHENAL PKWY & OAK MEADOW,Cyanide,UG/L,1 / 3 MO.,1997-08-31,0.40250447227191416
294,3 - CHENAL PKWY & OAK MEADOW,BOD,MG/L,1 / 3 MO.,1997-08-31,0.07110689736904482
295,3 - CHENAL PKWY & OAK MEADOW,pH,SU,1 / 3 MO.,1997-08-31,0.8222222222222223
296,3 - CHENAL PKWY & OAK MEADOW,TSS,MG/L,1 / 3 MO.,1997-08-31,0.022365805168986105
297,3 - CHENAL PKWY & OAK MEADOW,Oil,MG/L,1 / 3 MO.,1997-08-31,0.006666666666666667
298,3 - CHENAL PKWY & OAK MEADOW,N,MG/L,1 / 3 MO.,1997-08-31,1.8405797101449277
299,3 - CHENAL PKWY & OAK MEADOW,"N, Kjeldahl",MG/L,1 / 3 MO.,1997-08-31,0.041778573560131295
300,3 - CHENAL PKWY & OAK MEADOW,P,MG/L,1 / 3 MO.,1997-08-31,3.4999999999999996
301,3 - CHENAL PKWY & OAK MEADOW,CaCO3,MG/L,1 / 3 MO.,1997-08-31,0.0
302,3 - CHENAL PKWY & OAK MEADOW,Ag,UG/L,1 / 3 MO.,1997-08-31,inf
303,3 - CHENAL PKWY & OAK MEADOW,Zn,UG/L,1 / 3 MO.,1997-08-31,inf
304,3 - CHENAL PKWY & OAK MEADOW,Cd,UG/L,1 / 3 MO.,1997-08-31,
305,3 - CHENAL PKWY & OAK MEADOW,Pb,UG/L,1 / 3 MO.,1997-08-31,
306,3 - CHENAL PKWY & OAK MEADOW,Cu,UG/L,1 / 3 MO.,1997-08-31,inf
307,3 - CHENAL PKWY & OAK MEADOW,Flow,MGD,1 / 3 MO.,1997-08-31,0.04435184421156861
308,3 - CHENAL PKWY & OAK MEADOW,TDS,MG/L,1 / 3 MO.,1997-08-31,0.35436893203883496
309,3 - CHENAL PKWY & OAK MEADOW,Streptococci,#/100ML,1 / 3 MO.,1997-08-31,2.175
310,3 - CHENAL PKWY & OAK MEADOW,E.Coli,#/100ML,1 / 3 MO.,1997-08-31,1.0365853658536586
311,3 - CHENAL PKWY & OAK MEADOW,"BOD, C",MG/L,1 / 3 MO.,1997-08-31,0.185
312,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Se,UG/L,1 / 3 MO.,1997-08-31,0.1
313,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Be,UG/L,1 / 3 MO.,1997-08-31,1.0
314,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Ni,UG/L,1 / 3 MO.,1997-08-31,inf
315,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cr,UG/L,1 / 3 MO.,1997-08-31,inf
316,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Hg,UG/L,1 / 3 MO.,1997-08-31,0.49019607843137253
317,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cyanide,UG/L,1 / 3 MO.,1997-08-31,0.40250447227191416
318,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),BOD,MG/L,1 / 3 MO.,1997-08-31,0.4503436833372839
319,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),pH,SU,1 / 3 MO.,1997-08-31,0.8777777777777778
320,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),TSS,MG/L,1 / 3 MO.,1997-08-31,1.3916500994035799
321,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Oil,MG/L,1 / 3 MO.,1997-08-31,0.013333333333333334
322,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),N,MG/L,1 / 3 MO.,1997-08-31,0.9565217391304349
323,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"N, Kjeldahl",MG/L,1 / 3 MO.,1997-08-31,0.04923903312444045
324,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),P,MG/L,1 / 3 MO.,1997-08-31,9.459999999999999
325,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),CaCO3,MG/L,1 / 3 MO.,1997-08-31,0.0
326,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Ag,UG/L,1 / 3 MO.,1997-08-31,inf
327,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Zn,UG/L,1 / 3 MO.,1997-08-31,inf
328,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cd,UG/L,1 / 3 MO.,1997-08-31,
329,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Pb,UG/L,1 / 3 MO.,1997-08-31,
330,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cu,UG/L,1 / 3 MO.,1997-08-31,inf
331,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Flow,MGD,1 / 3 MO.,1997-08-31,0.35068900074263554
332,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),TDS,MG/L,1 / 3 MO.,1997-08-31,0.4077669902912621
333,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Streptococci,#/100ML,1 / 3 MO.,1997-08-31,34.5
334,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),E.Coli,#/100ML,1 / 3 MO.,1997-08-31,21.463414634146343
335,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"BOD, C",MG/L,1 / 3 MO.,1997-08-31,0.395
336,5 - 14TH & BOND,Se,UG/L,1 / 3 MO.,1997-08-31,0.1
337,5 - 14TH & BOND,Be,UG/L,1 / 3 MO.,1997-08-31,1.0
338,5 - 14TH & BOND,Ni,UG/L,1 / 3 MO.,1997-08-31,inf
339,5 - 14TH & BOND,Cr,UG/L,1 / 3 MO.,1997-08-31,inf
340,5 - 14TH & BOND,Hg,UG/L,1 / 3 MO.,1997-08-31,0.49019607843137253
341,5 - 14TH & BOND,Cyanide,UG/L,1 / 3 MO.,1997-08-31,0.40250447227191416
342,5 - 14TH & BOND,BOD,MG/L,1 / 3 MO.,1997-08-31,0.46930552263569586
343,5 - 14TH & BOND,pH,SU,1 / 3 MO.,1997-08-31,0.8555555555555556
344,5 - 14TH & BOND,TSS,MG/L,1 / 3 MO.,1997-08-31,0.6262425447316109
345,5 - 14TH & BOND,Oil,MG/L,1 / 3 MO.,1997-08-31,0.013333333333333334
346,5 - 14TH & BOND,N,MG/L,1 / 3 MO.,1997-08-31,1.3623188405797102
347,5 - 14TH & BOND,"N, Kjeldahl",MG/L,1 / 3 MO.,1997-08-31,0.04476275738585495
348,5 - 14TH & BOND,P,MG/L,1 / 3 MO.,1997-08-31,11.86
349,5 - 14TH & BOND,CaCO3,MG/L,1 / 3 MO.,1997-08-31,0.0
350,5 - 14TH & BOND,Ag,UG/L,1 / 3 MO.,1997-08-31,inf
351,5 - 14TH & BOND,Zn,UG/L,1 / 3 MO.,1997-08-31,inf
352,5 - 14TH & BOND,Cd,UG/L,1 / 3 MO.,1997-08-31,
353,5 - 14TH & BOND,Pb,UG/L,1 / 3 MO.,1997-08-31,
354,5 - 14TH & BOND,Cu,UG/L,1 / 3 MO.,1997-08-31,inf
355,5 - 14TH & BOND,Flow,MGD,1 / 3 MO.,1997-08-31,0.7220067662348378
356,5 - 14TH & BOND,TDS,MG/L,1 / 3 MO.,1997-08-31,0.4029126213592233
357,5 - 14TH & BOND,Streptococci,#/100ML,1 / 3 MO.,1997-08-31,60.0
358,5 - 14TH & BOND,E.Coli,#/100ML,1 / 3 MO.,1997-08-31,104.8780487804878
359,5 - 14TH & BOND,"BOD, C",MG/L,1 / 3 MO.,1997-08-31,0.43
360,1 - UNIVERSITY & I-630,Se,UG/L,1 / 3 MO.,1997-11-30,0.1
361,1 - UNIVERSITY & I-630,Be,UG/L,1 / 3 MO.,1997-11-30,1.0
362,1 - UNIVERSITY & I-630,Ni,UG/L,1 / 3 MO.,1997-11-30,inf
363,1 - UNIVERSITY & I-630,Cr,UG/L,1 / 3 MO.,1997-11-30,inf
364,1 - UNIVERSITY & I-630,Hg,UG/L,1 / 3 MO.,1997-11-30,6.568627450980392
365,1 - UNIVERSITY & I-630,Cyanide,UG/L,1 / 3 MO.,1997-11-30,0.40250447227191416
366,1 - UNIVERSITY & I-630,BOD,MG/L,1 / 3 MO.,1997-11-30,0.3507940270206212
367,1 - UNIVERSITY & I-630,pH,SU,1 / 3 MO.,1997-11-30,0.7388888888888889
368,1 - UNIVERSITY & I-630,TSS,MG/L,1 / 3 MO.,1997-11-30,0.041749502982107396
369,1 - UNIVERSITY & I-630,Oil,MG/L,1 / 3 MO.,1997-11-30,0.1
370,1 - UNIVERSITY & I-630,N,MG/L,1 / 3 MO.,1997-11-30,1.6086956521739133
371,1 - UNIVERSITY & I-630,"N, Kjeldahl",MG/L,1 / 3 MO.,1997-11-30,0.05669949268874961
372,1 - UNIVERSITY & I-630,P,MG/L,1 / 3 MO.,1997-11-30,4.82
373,1 - UNIVERSITY & I-630,CaCO3,MG/L,1 / 3 MO.,1997-11-30,0.0
374,1 - UNIVERSITY & I-630,Ag,UG/L,1 / 3 MO.,1997-11-30,inf
375,1 - UNIVERSITY & I-630,Zn,UG/L,1 / 3 MO.,1997-11-30,inf
376,1 - UNIVERSITY & I-630,Cd,UG/L,1 / 3 MO.,1997-11-30,
377,1 - UNIVERSITY & I-630,Pb,UG/L,1 / 3 MO.,1997-11-30,
378,1 - UNIVERSITY & I-630,Cu,UG/L,1 / 3 MO.,1997-11-30,inf
379,1 - UNIVERSITY & I-630,Flow,MGD,1 / 3 MO.,1997-11-30,0.5549137717633468
380,1 - UNIVERSITY & I-630,TDS,MG/L,1 / 3 MO.,1997-11-30,0.5970873786407767
381,1 - UNIVERSITY & I-630,Streptococci,#/100ML,1 / 3 MO.,1997-11-30,2.5925
382,1 - UNIVERSITY & I-630,E.Coli,#/100ML,1 / 3 MO.,1997-11-30,6.146341463414634
383,1 - UNIVERSITY & I-630,"BOD, C",MG/L,1 / 3 MO.,1997-11-30,0.31
384,2 - 33RD & WHITFIELD,Se,UG/L,1 / 3 MO.,1997-11-30,0.15
385,2 - 33RD & WHITFIELD,Be,UG/L,1 / 3 MO.,1997-11-30,1.0
386,2 - 33RD & WHITFIELD,Ni,UG/L,1 / 3 MO.,1997-11-30,inf
387,2 - 33RD & WHITFIELD,Cr,UG/L,1 / 3 MO.,1997-11-30,inf
388,2 - 33RD & WHITFIELD,Hg,UG/L,1 / 3 MO.,1997-11-30,98.0392156862745
389,2 - 33RD & WHITFIELD,Cyanide,UG/L,1 / 3 MO.,1997-11-30,0.08944543828264759
390,2 - 33RD & WHITFIELD,BOD,MG/L,1 / 3 MO.,1997-11-30,0.28916804930078227
391,2 - 33RD & WHITFIELD,pH,SU,1 / 3 MO.,1997-11-30,0.9333333333333333
392,2 - 33RD & WHITFIELD,TSS,MG/L,1 / 3 MO.,1997-11-30,0.22365805168986103
393,2 - 33RD & WHITFIELD,Oil,MG/L,1 / 3 MO.,1997-11-30,0.23333333333333334
394,2 - 33RD & WHITFIELD,N,MG/L,1 / 3 MO.,1997-11-30,1.3434782608695655
395,2 - 33RD & WHITFIELD,"N, Kjeldahl",MG/L,1 / 3 MO.,1997-11-30,0.07147120262608174
396,2 - 33RD & WHITFIELD,P,MG/L,1 / 3 MO.,1997-11-30,3.6799999999999997
397,2 - 33RD & WHITFIELD,CaCO3,MG/L,1 / 3 MO.,1997-11-30,0.0
398,2 - 33RD & WHITFIELD,Ag,UG/L,1 / 3 MO.,1997-11-30,inf
399,2 - 33RD & WHITFIELD,Zn,UG/L,1 / 3 MO.,1997-11-30,inf
400,2 - 33RD & WHITFIELD,Cd,UG/L,1 / 3 MO.,1997-11-30,
401,2 - 33RD & WHITFIELD,Pb,UG/L,1 / 3 MO.,1997-11-30,
402,2 - 33RD & WHITFIELD,Cu,UG/L,1 / 3 MO.,1997-11-30,inf
403,2 - 33RD & WHITFIELD,Flow,MGD,1 / 3 MO.,1997-11-30,1.0665071375526034
404,2 - 33RD & WHITFIELD,TDS,MG/L,1 / 3 MO.,1997-11-30,0.4320388349514563
405,2 - 33RD & WHITFIELD,Streptococci,#/100ML,1 / 3 MO.,1997-11-30,0.05
406,2 - 33RD & WHITFIELD,E.Coli,#/100ML,1 / 3 MO.,1997-11-30,10.0
407,2 - 33RD & WHITFIELD,"BOD, C",MG/L,1 / 3 MO.,1997-11-30,0.24500000000000002
408,3 - CHENAL PKWY & OAK MEADOW,Se,UG/L,1 / 3 MO.,1997-11-30,0.1
409,3 - CHENAL PKWY & OAK MEADOW,Be,UG/L,1 / 3 MO.,1997-11-30,1.0
410,3 - CHENAL PKWY & OAK MEADOW,Ni,UG/L,1 / 3 MO.,1997-11-30,inf
411,3 - CHENAL PKWY & OAK MEADOW,Cr,UG/L,1 / 3 MO.,1997-11-30,inf
412,3 - CHENAL PKWY & OAK MEADOW,Hg,UG/L,1 / 3 MO.,1997-11-30,0.09803921568627451
413,3 - CHENAL PKWY & OAK MEADOW,Cyanide,UG/L,1 / 3 MO.,1997-11-30,0.40250447227191416
414,3 - CHENAL PKWY & OAK MEADOW,BOD,MG/L,1 / 3 MO.,1997-11-30,0.22754207158094344
415,3 - CHENAL PKWY & OAK MEADOW,pH,SU,1 / 3 MO.,1997-11-30,0.8999999999999999
416,3 - CHENAL PKWY & OAK MEADOW,TSS,MG/L,1 / 3 MO.,1997-11-30,0.12425447316103391
417,3 - CHENAL PKWY & OAK MEADOW,Oil,MG/L,1 / 3 MO.,1997-11-30,0.2533333333333333
418,3 - CHENAL PKWY & OAK MEADOW,N,MG/L,1 / 3 MO.,1997-11-30,1.8260869565217392
419,3 - CHENAL PKWY & OAK MEADOW,"N, Kjeldahl",MG/L,1 / 3 MO.,1997-11-30,0.05968367651447328
420,3 - CHENAL PKWY & OAK MEADOW,P,MG/L,1 / 3 MO.,1997-11-30,7.8
421,3 - CHENAL PKWY & OAK MEADOW,CaCO3,MG/L,1 / 3 MO.,1997-11-30,0.0
422,3 - CHENAL PKWY & OAK MEADOW,Ag,UG/L,1 / 3 MO.,1997-11-30,inf
423,3 - CHENAL PKWY & OAK MEADOW,Zn,UG/L,1 / 3 MO.,1997-11-30,inf
424,3 - CHENAL PKWY & OAK MEADOW,Cd,UG/L,1 / 3 MO.,1997-11-30,
425,3 - CHENAL PKWY & OAK MEADOW,Pb,UG/L,1 / 3 MO.,1997-11-30,
426,3 - CHENAL PKWY & OAK MEADOW,Cu,UG/L,1 / 3 MO.,1997-11-30,inf
427,3 - CHENAL PKWY & OAK MEADOW,Flow,MGD,1 / 3 MO.,1997-11-30,0.06663091014110074
428,3 - CHENAL PKWY & OAK MEADOW,TDS,MG/L,1 / 3 MO.,1997-11-30,0.38349514563106796
429,3 - CHENAL PKWY & OAK MEADOW,Streptococci,#/100ML,1 / 3 MO.,1997-11-30,80.0
430,3 - CHENAL PKWY & OAK MEADOW,E.Coli,#/100ML,1 / 3 MO.,1997-11-30,1.3170731707317074
431,3 - CHENAL PKWY & OAK MEADOW,"BOD, C",MG/L,1 / 3 MO.,1997-11-30,0.2
432,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Se,UG/L,1 / 3 MO.,1997-11-30,0.1
433,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Be,UG/L,1 / 3 MO.,1997-11-30,1.0
434,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Ni,UG/L,1 / 3 MO.,1997-11-30,inf
435,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cr,UG/L,1 / 3 MO.,1997-11-30,inf
436,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Hg,UG/L,1 / 3 MO.,1997-11-30,0.09803921568627451
437,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cyanide,UG/L,1 / 3 MO.,1997-11-30,0.044722719141323794
438,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),BOD,MG/L,1 / 3 MO.,1997-11-30,0.3413131073714152
439,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),pH,SU,1 / 3 MO.,1997-11-30,0.7888888888888889
440,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),TSS,MG/L,1 / 3 MO.,1997-11-30,0.8548707753479133
441,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Oil,MG/L,1 / 3 MO.,1997-11-30,0.16666666666666666
442,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),N,MG/L,1 / 3 MO.,1997-11-30,1.3768115942028987
443,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"N, Kjeldahl",MG/L,1 / 3 MO.,1997-11-30,0.05669949268874961
444,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),P,MG/L,1 / 3 MO.,1997-11-30,9.6
445,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),CaCO3,MG/L,1 / 3 MO.,1997-11-30,0.0
446,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Ag,UG/L,1 / 3 MO.,1997-11-30,inf
447,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Zn,UG/L,1 / 3 MO.,1997-11-30,inf
448,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cd,UG/L,1 / 3 MO.,1997-11-30,
449,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Pb,UG/L,1 / 3 MO.,1997-11-30,
450,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cu,UG/L,1 / 3 MO.,1997-11-30,inf
451,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Flow,MGD,1 / 3 MO.,1997-11-30,0.3692548890172457
452,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),TDS,MG/L,1 / 3 MO.,1997-11-30,0.34951456310679613
453,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Streptococci,#/100ML,1 / 3 MO.,1997-11-30,121.25
454,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),E.Coli,#/100ML,1 / 3 MO.,1997-11-30,15.365853658536585
455,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"BOD, C",MG/L,1 / 3 MO.,1997-11-30,0.255
456,5 - 14TH & BOND,Se,UG/L,1 / 3 MO.,1997-11-30,0.1
457,5 - 14TH & BOND,Be,UG/L,1 / 3 MO.,1997-11-30,1.0
458,5 - 14TH & BOND,Ni,UG/L,1 / 3 MO.,1997-11-30,inf
459,5 - 14TH & BOND,Cr,UG/L,1 / 3 MO.,1997-11-30,inf
460,5 - 14TH & BOND,Hg,UG/L,1 / 3 MO.,1997-11-30,0.09803921568627451
461,5 - 14TH & BOND,Cyanide,UG/L,1 / 3 MO.,1997-11-30,0.7155635062611807
462,5 - 14TH & BOND,BOD,MG/L,1 / 3 MO.,1997-11-30,0.8912064470253619
463,5 - 14TH & BOND,pH,SU,1 / 3 MO.,1997-11-30,0.7888888888888889
464,5 - 14TH & BOND,TSS,MG/L,1 / 3 MO.,1997-11-30,0.5119284294234597
465,5 - 14TH & BOND,Oil,MG/L,1 / 3 MO.,1997-11-30,0.12666666666666665
466,5 - 14TH & BOND,N,MG/L,1 / 3 MO.,1997-11-30,1.036231884057971
467,5 - 14TH & BOND,"N, Kjeldahl",MG/L,1 / 3 MO.,1997-11-30,0.0656520441659206
468,5 - 14TH & BOND,P,MG/L,1 / 3 MO.,1997-11-30,4.279999999999999
469,5 - 14TH & BOND,CaCO3,MG/L,1 / 3 MO.,1997-11-30,0.0
470,5 - 14TH & BOND,Ag,UG/L,1 / 3 MO.,1997-11-30,inf
471,5 - 14TH & BOND,Zn,UG/L,1 / 3 MO.,1997-11-30,inf
472,5 - 14TH & BOND,Cd,UG/L,1 / 3 MO.,1997-11-30,
473,5 - 14TH & BOND,Pb,UG/L,1 / 3 MO.,1997-11-30,
474,5 - 14TH & BOND,Cu,UG/L,1 / 3 MO.,1997-11-30,inf
475,5 - 14TH & BOND,Flow,MGD,1 / 3 MO.,1997-11-30,0.2661110652694117
476,5 - 14TH & BOND,TDS,MG/L,1 / 3 MO.,1997-11-30,1.4902912621359223
477,5 - 14TH & BOND,Streptococci,#/100ML,1 / 3 MO.,1997-11-30,0.05
478,5 - 14TH & BOND,E.Coli,#/100ML,1 / 3 MO.,1997-11-30,70.73170731707317
479,5 - 14TH & BOND,"BOD, C",MG/L,1 / 3 MO.,1997-11-30,0.8949999999999999
480,1 - UNIVERSITY & I-630,Se,UG/L,1 / 3 MO.,1998-02-28,0.1
481,1 - UNIVERSITY & I-630,Be,UG/L,1 / 3 MO.,1998-02-28,10.0
482,1 - UNIVERSITY & I-630,Ni,UG/L,1 / 3 MO.,1998-02-28,0.002904735812176848
483,1 - UNIVERSITY & I-630,Cr,UG/L,1 / 3 MO.,1998-02-28,0.0049449661271853095
484,1 - UNIVERSITY & I-630,Hg,UG/L,1 / 3 MO.,1998-02-28,1.4705882352941175
485,1 - UNIVERSITY & I-630,Cyanide,UG/L,1 / 3 MO.,1998-02-28,0.13416815742397137
486,1 - UNIVERSITY & I-630,BOD,MG/L,1 / 3 MO.,1998-02-28,0.13747333491348665
487,1 - UNIVERSITY & I-630,pH,SU,1 / 3 MO.,1998-02-28,0.8222222222222223
488,1 - UNIVERSITY & I-630,TSS,MG/L,1 / 3 MO.,1998-02-28,0.005964214711729627
489,1 - UNIVERSITY & I-630,Oil,MG/L,1 / 3 MO.,1998-02-28,0.24000000000000002
